Unit: GPU minutes,sum,ec01,ec11,ec12,ec15,ec29,ec30,ec31,ec35,ec54,ec56,ec98,ec109,ec154,ec192,ec195,ec201,ec206,ec217,ec232,ec281,ec309,ec313,ec354,ec403,ec422,ec425,ec428,ec443,ec488,ec503,ec511,ec564
smk-dorado_basecaller-exp=HL16/Ctrl_24h_KO9E_S24/20251215_1321_P2S-02475-B_PBK01883_6eb93661/pod5_file_id=PBK01883_6eb93661_658d868a_10,8563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8563,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_KO9E_S24/20251215_1321_P2S-02475-B_PBK01883_6eb93661/pod5_file_id=PBK01883_6eb93661_658d868a_11,4264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4264,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_KO9E_S24/20251215_1321_P2S-02475-B_PBK01883_6eb93661/pod5_file_id=PBK01883_6eb93661_658d868a_12,8592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8592,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_KO9E_S24/20251215_1321_P2S-02475-B_PBK01883_6eb93661/pod5_file_id=PBK01883_6eb93661_658d868a_13,4280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4280,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_KO9E_S24/20251215_1321_P2S-02475-B_PBK01883_6eb93661/pod5_file_id=PBK01883_6eb93661_658d868a_14,4280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4280,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_KO9E_S24/20251215_1321_P2S-02475-B_PBK01883_6eb93661/pod5_file_id=PBK01883_6eb93661_658d868a_15,4257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4257,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_KO9E_S24/20251215_1321_P2S-02475-B_PBK01883_6eb93661/pod5_file_id=PBK01883_6eb93661_658d868a_16,4273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4273,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_KO9E_S24/20251215_1321_P2S-02475-B_PBK01883_6eb93661/pod5_file_id=PBK01883_6eb93661_658d868a_17,4259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4259,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_KO9E_S24/20251215_1321_P2S-02475-B_PBK01883_6eb93661/pod5_file_id=PBK01883_6eb93661_658d868a_18,4290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4290,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_KO9E_S24/20251215_1321_P2S-02475-B_PBK01883_6eb93661/pod5_file_id=PBK01883_6eb93661_658d868a_19,4254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4254,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_KO9E_S24/20251215_1321_P2S-02475-B_PBK01883_6eb93661/pod5_file_id=PBK01883_6eb93661_658d868a_2,4258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4258,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_KO9E_S24/20251215_1321_P2S-02475-B_PBK01883_6eb93661/pod5_file_id=PBK01883_6eb93661_658d868a_20,4246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4246,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_KO9E_S24/20251215_1321_P2S-02475-B_PBK01883_6eb93661/pod5_file_id=PBK01883_6eb93661_658d868a_21,8567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8567,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_KO9E_S24/20251215_1321_P2S-02475-B_PBK01883_6eb93661/pod5_file_id=PBK01883_6eb93661_658d868a_22,8536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8536,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_KO9E_S24/20251215_1321_P2S-02475-B_PBK01883_6eb93661/pod5_file_id=PBK01883_6eb93661_658d868a_23,4306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4306,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_KO9E_S24/20251215_1321_P2S-02475-B_PBK01883_6eb93661/pod5_file_id=PBK01883_6eb93661_658d868a_24,4297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4297,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_KO9E_S24/20251215_1321_P2S-02475-B_PBK01883_6eb93661/pod5_file_id=PBK01883_6eb93661_658d868a_25,4255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4255,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_KO9E_S24/20251215_1321_P2S-02475-B_PBK01883_6eb93661/pod5_file_id=PBK01883_6eb93661_658d868a_26,4283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4283,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_KO9E_S24/20251215_1321_P2S-02475-B_PBK01883_6eb93661/pod5_file_id=PBK01883_6eb93661_658d868a_27,4248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4248,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_KO9E_S24/20251215_1321_P2S-02475-B_PBK01883_6eb93661/pod5_file_id=PBK01883_6eb93661_658d868a_28,4217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4217,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_KO9E_S24/20251215_1321_P2S-02475-B_PBK01883_6eb93661/pod5_file_id=PBK01883_6eb93661_658d868a_29,2846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2846,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_KO9E_S24/20251215_1321_P2S-02475-B_PBK01883_6eb93661/pod5_file_id=PBK01883_6eb93661_658d868a_3,4266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4266,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_KO9E_S24/20251215_1321_P2S-02475-B_PBK01883_6eb93661/pod5_file_id=PBK01883_6eb93661_658d868a_4,4234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4234,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_KO9E_S24/20251215_1321_P2S-02475-B_PBK01883_6eb93661/pod5_file_id=PBK01883_6eb93661_658d868a_5,4300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4300,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_KO9E_S24/20251215_1321_P2S-02475-B_PBK01883_6eb93661/pod5_file_id=PBK01883_6eb93661_658d868a_6,4305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4305,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_KO9E_S24/20251215_1321_P2S-02475-B_PBK01883_6eb93661/pod5_file_id=PBK01883_6eb93661_658d868a_7,4252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4252,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_KO9E_S24/20251215_1321_P2S-02475-B_PBK01883_6eb93661/pod5_file_id=PBK01883_6eb93661_658d868a_8,4240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4240,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_KO9E_S24/20251215_1321_P2S-02475-B_PBK01883_6eb93661/pod5_file_id=PBK01883_6eb93661_658d868a_9,4265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4265,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_0,4363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4363,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_1,4323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4323,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_10,8701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8701,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_11,4424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4424,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_12,4437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4437,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_13,4359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4359,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_14,4357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4357,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_15,4353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4353,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_16,4349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4349,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_17,4409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4409,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_18,8666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8666,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_19,4392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4392,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_2,4386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4386,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_20,8725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8725,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_21,4381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4381,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_22,4356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4356,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_23,4410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4410,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_24,8732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8732,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_25,4307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4307,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_26,4364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4364,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_27,8693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8693,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_28,3947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3947,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_29,1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1278,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_3,4390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4390,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_4,4415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4415,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_5,4416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4416,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_6,8834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8834,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_7,4465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4465,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_8,4371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4371,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT11F_S8/20251215_1321_P2S-02475-A_PBK08860_c87d8684/pod5_file_id=PBK08860_c87d8684_34ed758e_9,8795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8795,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT2G_S3/20251212_1156_P2S-02475-A_PBK09593_6395e763/pod5_file_id=PBK09593_6395e763_01c761e1_0-1,5910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5910,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT2G_S3/20251212_1156_P2S-02475-A_PBK09593_6395e763/pod5_file_id=PBK09593_6395e763_01c761e1_10-11,3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3665,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT2G_S3/20251212_1156_P2S-02475-A_PBK09593_6395e763/pod5_file_id=PBK09593_6395e763_01c761e1_12-13,5323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5323,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT2G_S3/20251212_1156_P2S-02475-A_PBK09593_6395e763/pod5_file_id=PBK09593_6395e763_01c761e1_14-16,3422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3422,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT2G_S3/20251212_1156_P2S-02475-A_PBK09593_6395e763/pod5_file_id=PBK09593_6395e763_01c761e1_17-19,3636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3636,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT2G_S3/20251212_1156_P2S-02475-A_PBK09593_6395e763/pod5_file_id=PBK09593_6395e763_01c761e1_2,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT2G_S3/20251212_1156_P2S-02475-A_PBK09593_6395e763/pod5_file_id=PBK09593_6395e763_01c761e1_20-24,3215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3215,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT2G_S3/20251212_1156_P2S-02475-A_PBK09593_6395e763/pod5_file_id=PBK09593_6395e763_01c761e1_25-41,3585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3585,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT2G_S3/20251212_1156_P2S-02475-A_PBK09593_6395e763/pod5_file_id=PBK09593_6395e763_01c761e1_3,2510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2510,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT2G_S3/20251212_1156_P2S-02475-A_PBK09593_6395e763/pod5_file_id=PBK09593_6395e763_01c761e1_4-5,3825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3825,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT2G_S3/20251212_1156_P2S-02475-A_PBK09593_6395e763/pod5_file_id=PBK09593_6395e763_01c761e1_42-71,1708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT2G_S3/20251212_1156_P2S-02475-A_PBK09593_6395e763/pod5_file_id=PBK09593_6395e763_01c761e1_6-7,7715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7715,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT2G_S3/20251212_1156_P2S-02475-A_PBK09593_6395e763/pod5_file_id=PBK09593_6395e763_01c761e1_8-9,3325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3325,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251210_1247_P2S-02475-A_PBK09593_0ae860e3/pod5_file_id=PBK09593_0ae860e3_b1d7e6cb_0,4364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4364,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251210_1247_P2S-02475-A_PBK09593_0ae860e3/pod5_file_id=PBK09593_0ae860e3_b1d7e6cb_1,4332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4332,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251210_1247_P2S-02475-A_PBK09593_0ae860e3/pod5_file_id=PBK09593_0ae860e3_b1d7e6cb_2,4292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4292,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251210_1247_P2S-02475-A_PBK09593_0ae860e3/pod5_file_id=PBK09593_0ae860e3_b1d7e6cb_3,4296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251210_1247_P2S-02475-A_PBK09593_0ae860e3/pod5_file_id=PBK09593_0ae860e3_b1d7e6cb_4,8656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8656,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251210_1247_P2S-02475-A_PBK09593_0ae860e3/pod5_file_id=PBK09593_0ae860e3_b1d7e6cb_5,4284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4284,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251210_1247_P2S-02475-A_PBK09593_0ae860e3/pod5_file_id=PBK09593_0ae860e3_b1d7e6cb_6,4325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4325,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251210_1247_P2S-02475-A_PBK09593_0ae860e3/pod5_file_id=PBK09593_0ae860e3_b1d7e6cb_7,8532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8532,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251210_1247_P2S-02475-A_PBK09593_0ae860e3/pod5_file_id=PBK09593_0ae860e3_b1d7e6cb_8,1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251211_0920_P2S-02475-A_PBK09593_0fec11e4/pod5_file_id=PBK09593_0fec11e4_756ab4b5_0,8451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8451,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251211_0920_P2S-02475-A_PBK09593_0fec11e4/pod5_file_id=PBK09593_0fec11e4_756ab4b5_1,4208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4208,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251211_0920_P2S-02475-A_PBK09593_0fec11e4/pod5_file_id=PBK09593_0fec11e4_756ab4b5_10,4210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4210,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251211_0920_P2S-02475-A_PBK09593_0fec11e4/pod5_file_id=PBK09593_0fec11e4_756ab4b5_11,5866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5866,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251211_0920_P2S-02475-A_PBK09593_0fec11e4/pod5_file_id=PBK09593_0fec11e4_756ab4b5_12,4170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4170,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251211_0920_P2S-02475-A_PBK09593_0fec11e4/pod5_file_id=PBK09593_0fec11e4_756ab4b5_13,4630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4630,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251211_0920_P2S-02475-A_PBK09593_0fec11e4/pod5_file_id=PBK09593_0fec11e4_756ab4b5_14,3927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3927,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251211_0920_P2S-02475-A_PBK09593_0fec11e4/pod5_file_id=PBK09593_0fec11e4_756ab4b5_15,3868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3868,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251211_0920_P2S-02475-A_PBK09593_0fec11e4/pod5_file_id=PBK09593_0fec11e4_756ab4b5_16,7590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7590,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251211_0920_P2S-02475-A_PBK09593_0fec11e4/pod5_file_id=PBK09593_0fec11e4_756ab4b5_17,4102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4102,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251211_0920_P2S-02475-A_PBK09593_0fec11e4/pod5_file_id=PBK09593_0fec11e4_756ab4b5_18,3216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3216,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251211_0920_P2S-02475-A_PBK09593_0fec11e4/pod5_file_id=PBK09593_0fec11e4_756ab4b5_19,3546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3546,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251211_0920_P2S-02475-A_PBK09593_0fec11e4/pod5_file_id=PBK09593_0fec11e4_756ab4b5_2,4216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4216,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251211_0920_P2S-02475-A_PBK09593_0fec11e4/pod5_file_id=PBK09593_0fec11e4_756ab4b5_20,3186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3186,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251211_0920_P2S-02475-A_PBK09593_0fec11e4/pod5_file_id=PBK09593_0fec11e4_756ab4b5_21,3227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3227,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251211_0920_P2S-02475-A_PBK09593_0fec11e4/pod5_file_id=PBK09593_0fec11e4_756ab4b5_22,3331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3331,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251211_0920_P2S-02475-A_PBK09593_0fec11e4/pod5_file_id=PBK09593_0fec11e4_756ab4b5_23,5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251211_0920_P2S-02475-A_PBK09593_0fec11e4/pod5_file_id=PBK09593_0fec11e4_756ab4b5_24,2467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2467,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251211_0920_P2S-02475-A_PBK09593_0fec11e4/pod5_file_id=PBK09593_0fec11e4_756ab4b5_25,2765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2765,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251211_0920_P2S-02475-A_PBK09593_0fec11e4/pod5_file_id=PBK09593_0fec11e4_756ab4b5_26,3016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3016,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251211_0920_P2S-02475-A_PBK09593_0fec11e4/pod5_file_id=PBK09593_0fec11e4_756ab4b5_27,1247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251211_0920_P2S-02475-A_PBK09593_0fec11e4/pod5_file_id=PBK09593_0fec11e4_756ab4b5_3,4212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4212,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251211_0920_P2S-02475-A_PBK09593_0fec11e4/pod5_file_id=PBK09593_0fec11e4_756ab4b5_4,4199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4199,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251211_0920_P2S-02475-A_PBK09593_0fec11e4/pod5_file_id=PBK09593_0fec11e4_756ab4b5_5,4211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4211,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251211_0920_P2S-02475-A_PBK09593_0fec11e4/pod5_file_id=PBK09593_0fec11e4_756ab4b5_6,4190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4190,
smk-dorado_basecaller-exp=HL16/Ctrl_24h_WT3F_S1/20251211_0920_P2S-02475-A_PBK09593_0fec11e4/pod5_file_id=PBK09593_0fec11e4_756ab4b5_7,4199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4199,
